代號,名稱,預估月,yoy,mom,預估營收（百萬）,TEJ產業
5701,劍湖山,* 2023/03,-0.18,0.049,41.0,M2700 觀光事業
6462,神盾,* 2023/03,-0.18,0.037,332.0,M2324 半導體
2397,友通,* 2023/03,-0.181,0.047,1203.0,M2325 電腦及週邊
2015,豐興,* 2023/03,-0.181,0.158,3329.0,M2000 鋼鐵工業
1452,宏益,* 2023/03,-0.181,0.877,158.0,M1400 紡織纖維
1735,日勝化,* 2023/03,-0.182,0.457,274.0,M1721 化學工業
1536,和大,* 2023/02,-0.182,-0.182,473.0,M2200 汽車工業
4972,湯石照明,* 2023/03,-0.182,0.628,70.0,M2326 光電業
5215,科嘉-KY,* 2023/03,-0.183,0.535,191.0,M2325 電腦及週邊
6209,今國光,* 2023/02,-0.184,-0.183,190.0,M2326 光電業
8059,凱碩,* 2023/03,-0.184,-0.096,81.0,M2327 通信網路業
4561,健椿,* 2023/03,-0.184,0.027,99.0,M1500 電機機械
5016,松和,* 2023/03,-0.184,0.356,224.0,M2000 鋼鐵工業
6243,迅杰,* 2023/03,-0.184,-0.045,63.0,M2324 半導體
3541,西柏,* 2023/03,-0.185,0.233,158.0,M2331 其他電子業
1323,永裕,* 2023/03,-0.185,0.239,303.0,M1300 塑膠工業
3680,家登,* 2023/03,-0.185,-0.217,334.0,M2324 半導體
3230,錦明,* 2023/03,-0.186,0.498,79.0,M2326 光電業
8410,森田,* 2023/03,-0.186,0.175,96.0,M2325 電腦及週邊
5276,達輝-KY,* 2023/03,-0.186,0.058,76.0,M9900 其他
6284,佳邦,* 2023/03,-0.187,0.002,470.0,M2328 電子零組件
1727,中華化,* 2023/03,-0.187,0.286,190.0,M1721 化學工業
2230,泰茂,* 2023/02,-0.187,-0.187,38.0,M1500 電機機械
2105,正新,* 2023/02,-0.187,-0.187,6542.0,M2100 橡膠工業
6220,岳豐,* 2023/03,-0.188,0.333,883.0,M2328 電子零組件
8291,尚茂,* 2023/03,-0.188,1.304,10.0,M2328 電子零組件
2438,翔耀,* 2023/03,-0.188,0.955,20.0,M2326 光電業
3128,昇銳,* 2023/03,-0.189,0.397,85.0,M2326 光電業
2387,精元,* 2023/03,-0.189,0.409,1876.0,M2325 電腦及週邊
3189,景碩,* 2023/03,-0.189,0.44,3038.0,M2324 半導體
6189,豐藝,* 2023/03,-0.19,-0.014,2442.0,M2329 電子通路業
4306,炎洲,* 2023/03,-0.191,0.272,1301.0,M1300 塑膠工業
1301,台塑,* 2023/03,-0.192,0.21,21404.0,M1300 塑膠工業
6732,昇佳電子,* 2023/03,-0.192,0.524,400.0,M2324 半導體
6202,盛群,* 2023/03,-0.192,0.725,454.0,M2324 半導體
6133,金橋,* 2023/03,-0.192,0.534,89.0,M2328 電子零組件
1460,宏遠,* 2023/03,-0.192,0.202,775.0,M1400 紡織纖維
3030,德律,* 2023/03,-0.192,0.985,567.0,M2331 其他電子業
4807,日成-KY,* 2023/03,-0.193,0.717,102.0,M2900 貿易百貨
1718,中纖,* 2023/02,-0.193,-0.193,2527.0,M1721 化學工業
3357,臺慶科,* 2023/03,-0.193,0.132,436.0,M2328 電子零組件
4305,世坤,* 2023/03,-0.193,0.187,91.0,M1300 塑膠工業
1102,亞泥,* 2023/03,-0.194,0.054,6580.0,M1100 水泥工業
3234,光環,* 2023/03,-0.194,1.167,81.0,M2327 通信網路業
1410,南染,* 2023/03,-0.195,0.622,33.0,M1400 紡織纖維
8299,群聯,* 2023/03,-0.195,0.568,5135.0,M2324 半導體
4931,新盛力,* 2023/03,-0.195,-0.012,195.0,M2325 電腦及週邊
6115,鎰勝,* 2023/02,-0.196,-0.196,402.0,M2328 電子零組件
3543,州巧,* 2023/03,-0.196,0.253,245.0,M2326 光電業
3491,昇達科,* 2023/02,-0.196,-0.196,103.0,M2327 通信網路業
8021,尖點,* 2023/03,-0.197,0.256,244.0,M2331 其他電子業
2880,華南金,* 2023/02,-0.198,-0.198,3646.0,M2800 金融業
8150,南茂,* 2023/03,-0.198,0.315,1890.0,M2324 半導體
4764,雙鍵,* 2023/03,-0.198,0.437,233.0,M1721 化學工業
2886,兆豐金,* 2023/02,-0.198,-0.198,4592.0,M2800 金融業
1449,佳和,* 2023/03,-0.2,0.014,211.0,M1400 紡織纖維
8930,青鋼,* 2023/03,-0.202,-0.03,121.0,M2000 鋼鐵工業
3338,泰碩,* 2023/03,-0.202,0.39,390.0,M2328 電子零組件
9939,宏全,* 2023/02,-0.202,-0.202,1527.0,M9900 其他
1595,川寶,* 2023/03,-0.202,0.073,131.0,M2328 電子零組件
3702,大聯大,* 2023/03,-0.203,0.409,63822.0,M2329 電子通路業
5905,南仁湖,* 2023/03,-0.203,-0.109,72.0,M2900 貿易百貨
1476,儒鴻,* 2023/03,-0.203,0.483,2967.0,M1400 紡織纖維
3339,泰谷,* 2023/03,-0.204,0.315,56.0,M2326 光電業
1817,凱撒衛,* 2023/02,-0.204,-0.205,104.0,M1800 玻璃陶瓷
1617,榮星,* 2023/03,-0.205,0.206,315.0,M1600 電器電纜
2637,慧洋-KY,* 2023/03,-0.205,0.895,1751.0,M2600 航運業
4945,陞達科技,* 2023/03,-0.206,1.501,52.0,M2324 半導體
8906,花王,* 2023/03,-0.206,0.132,14.0,M9900 其他
8234,新漢,* 2023/03,-0.206,0.097,589.0,M2325 電腦及週邊
5538,東明-KY,* 2023/03,-0.206,0.059,1254.0,M2000 鋼鐵工業
3231,緯創,* 2023/03,-0.206,0.213,75280.0,M2325 電腦及週邊
3202,樺晟,* 2023/03,-0.208,0.07,348.0,M2328 電子零組件
2420,新巨,* 2023/03,-0.208,0.285,196.0,M2328 電子零組件
6257,矽格,* 2023/03,-0.208,0.172,1371.0,M2324 半導體
1314,中石化,* 2023/03,-0.209,0.235,2064.0,M1300 塑膠工業
3046,建碁,* 2023/03,-0.209,-0.423,272.0,M2325 電腦及週邊
3232,昱捷,* 2023/02,-0.21,-0.21,88.0,M2329 電子通路業
2462,良得電,* 2023/03,-0.21,0.047,331.0,M2328 電子零組件
2543,皇昌,* 2023/03,-0.21,-0.16,611.0,M2500 建材營造
2010,春源,* 2023/03,-0.211,0.19,1912.0,M2000 鋼鐵工業
2316,楠梓電,* 2023/03,-0.211,0.649,429.0,M2328 電子零組件
3426,台興,* 2023/02,-0.212,-0.212,42.0,M1500 電機機械
2701,萬企,* 2023/02,-0.212,-0.212,21.0,M2700 觀光事業
1742,台蠟,* 2023/03,-0.213,0.604,51.0,M1721 化學工業
8163,達方,* 2023/03,-0.213,0.179,2165.0,M2325 電腦及週邊
8446,華研,* 2023/02,-0.214,-0.213,70.0,M3200 文化創意業
6605,帝寶,* 2023/02,-0.214,-0.214,1207.0,M2200 汽車工業
1256,鮮活果汁-KY,* 2023/03,-0.214,-0.047,262.0,M1200 食品工業
2429,銘旺科,* 2023/02,-0.215,-0.215,34.0,M2326 光電業
2243,宏旭-KY,* 2023/03,-0.215,12.378,219.0,M2200 汽車工業
2606,裕民,* 2023/03,-0.216,0.085,954.0,M2600 航運業
4563,百德,* 2023/03,-0.216,0.049,209.0,M1500 電機機械
4908,前鼎,* 2023/03,-0.216,0.268,69.0,M2327 通信網路業
2049,上銀,* 2023/03,-0.216,0.059,2125.0,M1500 電機機械
1466,聚隆,* 2023/03,-0.217,0.508,250.0,M1400 紡織纖維
4541,晟田,* 2023/02,-0.217,-0.217,85.0,M9900 其他
3714,富采,* 2023/03,-0.217,0.58,2314.0,M2326 光電業
3141,晶宏,* 2023/03,-0.218,0.084,195.0,M2324 半導體
9905,大華,* 2023/02,-0.219,-0.219,567.0,M9900 其他
5383,金利,* 2023/03,-0.219,0.007,112.0,M2331 其他電子業
3454,晶睿,* 2023/02,-0.219,-0.219,677.0,M2326 光電業
1720,生達,* 2023/02,-0.22,-0.22,355.0,M1722 生技醫療
3516,亞帝歐,* 2023/03,-0.22,-0.324,57.0,M2326 光電業
8279,生展,* 2023/02,-0.221,-0.221,107.0,M1722 生技醫療
6592,和潤企業,* 2023/02,-0.221,-0.221,1640.0,M9900 其他
4581,光隆精密-KY,* 2023/02,-0.221,-0.221,77.0,M2200 汽車工業
2540,愛山林,* 2023/03,-0.222,-0.043,335.0,M2500 建材營造
6712,長聖,* 2023/03,-0.222,-0.232,30.0,M1722 生技醫療
4977,眾達-KY,* 2023/02,-0.222,-0.222,200.0,M2327 通信網路業
4538,大詠城,* 2023/02,-0.222,-0.223,37.0,M1500 電機機械
4939,亞電,* 2023/03,-0.223,0.161,128.0,M2328 電子零組件
3623,富晶通,* 2023/03,-0.223,0.057,30.0,M2326 光電業
6005,群益證,* 2023/02,-0.225,-0.225,707.0,M2800 金融業
2444,兆勁,* 2023/02,-0.225,-0.225,118.0,M2327 通信網路業
6217,中探針,* 2023/02,-0.226,-0.226,194.0,M2328 電子零組件
5234,達興材料,* 2023/03,-0.226,0.131,320.0,M2326 光電業
6679,鈺太,* 2023/03,-0.226,0.476,172.0,M2324 半導體
3374,精材,* 2023/03,-0.227,0.248,514.0,M2324 半導體
1303,南亞,* 2023/03,-0.227,0.309,28602.0,M1300 塑膠工業
6170,統振,* 2023/03,-0.228,0.162,200.0,M2327 通信網路業
1339,昭輝,* 2023/02,-0.229,-0.229,133.0,M2200 汽車工業
3322,建舜電,* 2023/03,-0.23,0.211,209.0,M2328 電子零組件
6147,頎邦,* 2023/03,-0.23,0.31,1839.0,M2324 半導體
3499,環天科,* 2023/03,-0.23,-0.131,28.0,M2327 通信網路業
8416,實威,* 2023/03,-0.23,0.281,109.0,M2330 資訊服務業
9927,泰銘,* 2023/03,-0.231,0.341,739.0,M9900 其他
3607,谷崧,* 2023/03,-0.232,0.246,240.0,M2328 電子零組件
2380,虹光,* 2023/03,-0.232,0.747,230.0,M2325 電腦及週邊
6465,威潤,* 2023/02,-0.233,-0.233,15.0,M2327 通信網路業
4430,耀億,* 2023/03,-0.234,0.131,179.0,M9900 其他
1232,大統益,* 2023/02,-0.234,-0.234,1583.0,M1200 食品工業
3024,憶聲,* 2023/03,-0.235,-0.123,126.0,M2326 光電業
5011,久陽,* 2023/02,-0.235,-0.235,252.0,M2000 鋼鐵工業
3095,及成,* 2023/03,-0.235,0.119,37.0,M2327 通信網路業
8039,台虹,* 2023/03,-0.236,0.447,624.0,M2328 電子零組件
3363,上詮,* 2023/03,-0.237,0.436,115.0,M2327 通信網路業
6514,芮特-KY,* 2023/02,-0.238,-0.238,33.0,M2327 通信網路業
2611,志信,* 2023/03,-0.238,0.139,50.0,M2600 航運業
6113,亞矽,* 2023/03,-0.238,0.38,173.0,M2329 電子通路業
5348,系通,* 2023/03,-0.239,0.215,9.0,M2327 通信網路業
2353,宏碁,* 2023/03,-0.239,0.571,23053.0,M2325 電腦及週邊
4506,崇友,* 2023/02,-0.24,-0.24,271.0,M1500 電機機械
3444,利機,* 2023/03,-0.24,0.27,87.0,M2329 電子通路業
4720,德淵,* 2023/02,-0.24,-0.24,182.0,M1721 化學工業
2331,精英,* 2023/03,-0.242,0.633,2114.0,M2325 電腦及週邊
2887,台新金,* 2023/02,-0.242,-0.242,4790.0,M2800 金融業
1591,駿吉-KY,* 2023/03,-0.242,8.408,54.0,M1500 電機機械
3689,湧德,* 2023/03,-0.243,0.029,479.0,M2328 電子零組件
5450,南良,* 2023/03,-0.244,0.337,251.0,M9900 其他
2379,瑞昱,* 2023/03,-0.244,0.274,7895.0,M2324 半導體
8222,寶一,* 2023/02,-0.244,-0.245,41.0,M1500 電機機械
2415,錩新,* 2023/03,-0.245,0.468,210.0,M2328 電子零組件
6148,驊宏資,* 2023/02,-0.246,-0.246,32.0,M2330 資訊服務業
9912,偉聯,* 2023/03,-0.246,0.21,45.0,M2325 電腦及週邊
1806,冠軍,* 2023/03,-0.247,0.184,233.0,M1800 玻璃陶瓷
1225,福懋油,* 2023/02,-0.247,-0.247,999.0,M1200 食品工業
4130,健亞,* 2023/02,-0.247,-0.247,27.0,M1722 生技醫療
5443,均豪,* 2023/03,-0.247,1.14,375.0,M2326 光電業
1593,祺驊,* 2023/02,-0.247,-0.247,51.0,M1722 生技醫療
6203,海韻電,* 2023/02,-0.25,-0.25,140.0,M2328 電子零組件
4401,東隆興,* 2023/03,-0.25,0.752,344.0,M1400 紡織纖維
2939,凱羿-KY,* 2023/03,-0.25,1.694,50.0,M2900 貿易百貨
3416,融程電,* 2023/03,-0.25,0.228,214.0,M2325 電腦及週邊
4137,麗豐-KY,* 2023/03,-0.25,-0.147,307.0,M1722 生技醫療
8050,廣積,* 2023/03,-0.25,-0.165,512.0,M2325 電腦及週邊
2477,美隆電,* 2023/03,-0.251,2.598,206.0,M2331 其他電子業
1726,永記,* 2023/02,-0.251,-0.251,613.0,M1721 化學工業
6266,泰詠,* 2023/02,-0.251,-0.251,215.0,M2328 電子零組件
4938,和碩,* 2023/03,-0.251,-0.062,86518.0,M2325 電腦及週邊
9955,佳龍,* 2023/03,-0.252,-0.145,72.0,M9900 其他
1737,臺鹽,* 2023/03,-0.252,0.11,278.0,M1200 食品工業
2337,旺宏,* 2023/03,-0.253,0.538,3181.0,M2324 半導體
5452,佶優,* 2023/03,-0.253,0.139,519.0,M2331 其他電子業
6283,淳安,* 2023/03,-0.253,0.752,133.0,M2331 其他電子業
3567,逸昌,* 2023/03,-0.254,0.164,28.0,M2324 半導體
2905,三商,* 2023/03,-0.254,20.067,18258.0,M2900 貿易百貨
4755,三福化,* 2023/03,-0.255,0.156,427.0,M1721 化學工業
1526,日馳,* 2023/03,-0.255,0.338,158.0,M1500 電機機械
4542,科嶠,* 2023/03,-0.255,-0.323,50.0,M2328 電子零組件
6756,威鋒電子,* 2023/03,-0.255,1.275,261.0,M2324 半導體
6278,台表科,* 2023/03,-0.255,0.524,4482.0,M2326 光電業
3605,宏致,* 2023/03,-0.256,0.245,776.0,M2328 電子零組件
6141,柏承,* 2023/03,-0.256,0.646,260.0,M2328 電子零組件
6108,競國,* 2023/03,-0.256,0.151,530.0,M2328 電子零組件
9962,有益,* 2023/03,-0.256,-0.126,273.0,M2000 鋼鐵工業
2455,全新,* 2023/03,-0.256,1.168,213.0,M2327 通信網路業
6485,點序,* 2023/03,-0.257,0.02,139.0,M2324 半導體
6441,廣錠,* 2023/03,-0.258,-0.334,36.0,M2325 電腦及週邊
6015,宏遠證,* 2023/03,-0.258,-0.449,70.0,M2800 金融業
8240,華宏,* 2023/03,-0.258,0.509,717.0,M2326 光電業
3025,星通,* 2023/03,-0.259,-0.022,30.0,M2327 通信網路業
2108,南帝,* 2023/03,-0.259,0.162,995.0,M2100 橡膠工業
2855,統一證,* 2023/02,-0.26,-0.26,373.0,M2800 金融業
9930,中聯資源,* 2023/02,-0.261,-0.261,766.0,M9900 其他
5344,立衛,* 2023/03,-0.263,0.35,21.0,M2324 半導體
6419,京晨科,* 2023/03,-0.263,0.082,16.0,M2326 光電業
2515,中工,* 2023/02,-0.264,-0.264,1132.0,M2500 建材營造
2641,正德,* 2023/03,-0.265,0.296,98.0,M2600 航運業
3049,和鑫,* 2023/03,-0.265,0.785,191.0,M2326 光電業
8936,國統,* 2023/03,-0.266,0.505,244.0,M9900 其他
3527,聚積,* 2023/03,-0.266,0.344,214.0,M2324 半導體
1725,元禎,* 2023/03,-0.266,0.281,786.0,M1721 化學工業
3312,弘憶股,* 2023/03,-0.267,0.259,1496.0,M2329 電子通路業
2441,超豐,* 2023/03,-0.268,0.228,1229.0,M2324 半導體
5009,榮剛,* 2023/02,-0.269,-0.269,775.0,M2000 鋼鐵工業
8112,至上,* 2023/03,-0.269,0.668,14270.0,M2329 電子通路業
3673,TPK-KY,* 2023/03,-0.269,0.438,7715.0,M2326 光電業
6640,均華,* 2023/03,-0.27,0.969,138.0,M2324 半導體
5272,笙科,* 2023/03,-0.272,0.486,43.0,M2324 半導體
6158,禾昌,* 2023/03,-0.272,0.322,153.0,M2328 電子零組件
5223,安力-KY,* 2023/03,-0.272,0.765,175.0,M2325 電腦及週邊
6218,豪勉,* 2023/02,-0.273,-0.273,64.0,M2327 通信網路業
1570,力肯,* 2023/03,-0.273,0.135,55.0,M1500 電機機械
3484,崧騰,* 2023/03,-0.273,0.657,436.0,M2328 電子零組件
1227,佳格,* 2023/03,-0.273,0.157,1635.0,M1200 食品工業
1527,鑽全,* 2023/03,-0.273,0.567,346.0,M1500 電機機械
8932,宏大,* 2023/02,-0.273,-0.273,51.0,M9900 其他
3032,偉訓,* 2023/02,-0.273,-0.273,393.0,M2328 電子零組件
6432,今展科,* 2023/03,-0.273,0.099,85.0,M2328 電子零組件
4935,茂林-KY,* 2023/03,-0.274,1.37,698.0,M2326 光電業
6224,聚鼎,* 2023/03,-0.274,-0.11,207.0,M2328 電子零組件
8043,蜜望實,* 2023/03,-0.274,0.101,411.0,M2328 電子零組件
8478,東哥遊艇,* 2023/02,-0.274,-0.274,206.0,M9900 其他
3002,歐格,* 2023/03,-0.275,0.991,57.0,M2325 電腦及週邊
1809,中釉,* 2023/02,-0.276,-0.276,129.0,M1800 玻璃陶瓷
3006,晶豪科,* 2023/03,-0.276,0.481,1318.0,M2324 半導體
4167,松瑞藥,* 2023/03,-0.277,0.685,105.0,M1722 生技醫療
1234,黑松,* 2023/02,-0.278,-0.278,575.0,M1200 食品工業
2017,官田鋼,* 2023/03,-0.278,0.549,302.0,M2000 鋼鐵工業
8261,富鼎,* 2023/03,-0.278,0.479,292.0,M2324 半導體
4171,瑞基,* 2023/03,-0.278,3.072,54.0,M3300 農業科技
2440,太空梭,* 2023/02,-0.279,-0.279,191.0,M2328 電子零組件
6269,台郡,* 2023/03,-0.279,-0.022,2453.0,M2328 電子零組件
3465,進泰電子,* 2023/03,-0.28,2.19,116.0,M2328 電子零組件
2241,艾姆勒,* 2023/03,-0.281,0.02,59.0,M2200 汽車工業
3041,揚智,* 2023/03,-0.282,0.154,191.0,M2324 半導體
2425,承啟,* 2023/03,-0.282,0.185,409.0,M2325 電腦及週邊
8064,東捷,* 2023/02,-0.282,-0.282,202.0,M2326 光電業
6449,鈺邦,* 2023/03,-0.283,0.056,192.0,M2328 電子零組件
1313,聯成,* 2023/03,-0.283,0.003,5856.0,M1300 塑膠工業
6208,日揚,* 2023/02,-0.283,-0.283,264.0,M2328 電子零組件
6569,醫揚,* 2023/03,-0.284,0.197,127.0,M1722 生技醫療
4722,國精化,* 2023/03,-0.285,0.541,387.0,M1721 化學工業
9940,信義,* 2023/03,-0.285,-0.038,1144.0,M9900 其他
4958,臻鼎-KY,* 2023/03,-0.285,-0.028,9666.0,M2328 電子零組件
4562,穎漢,* 2023/02,-0.286,-0.286,51.0,M1500 電機機械
5202,力新,* 2023/03,-0.286,1.385,14.0,M2330 資訊服務業
1516,川飛,* 2023/01,-0.287,-0.427,126.0,M9900 其他
6201,亞弘電,* 2023/02,-0.288,-0.288,152.0,M2331 其他電子業
5220,萬達光電,* 2023/03,-0.288,0.007,73.0,M2326 光電業
6411,晶焱,* 2023/03,-0.288,0.046,213.0,M2324 半導體
3028,增你強,* 2023/03,-0.288,0.275,3162.0,M2329 電子通路業
5465,富驊,* 2023/02,-0.289,-0.289,246.0,M2325 電腦及週邊
4944,兆遠,* 2023/03,-0.29,1.655,24.0,M2326 光電業
8342,益張,* 2023/03,-0.29,0.505,141.0,M9900 其他
1417,嘉裕,* 2023/03,-0.291,-0.344,105.0,M1400 紡織纖維
3060,銘異,* 2023/03,-0.291,0.483,267.0,M2325 電腦及週邊
6163,華電網,* 2023/03,-0.292,-0.495,383.0,M2327 通信網路業
5521,工信,* 2023/03,-0.293,-0.341,226.0,M2500 建材營造
4739,康普,* 2023/03,-0.293,0.379,729.0,M1721 化學工業
3226,至寶電,* 2023/03,-0.293,0.332,177.0,M1500 電機機械
5457,宣德,* 2023/03,-0.293,0.096,1177.0,M2328 電子零組件
3033,威健,* 2023/02,-0.295,-0.295,4171.0,M2329 電子通路業
6716,應廣,* 2023/03,-0.295,0.495,78.0,M2324 半導體
6229,研通,* 2023/03,-0.295,0.454,109.0,M2324 半導體
6127,九豪,* 2023/03,-0.295,0.089,66.0,M2328 電子零組件
3556,禾瑞亞,* 2023/03,-0.296,0.257,122.0,M2324 半導體
5490,同亨,* 2023/03,-0.296,0.625,99.0,M2325 電腦及週邊
2364,倫飛,* 2023/02,-0.296,-0.296,56.0,M2325 電腦及週邊
6649,台生材,* 2023/03,-0.297,-0.531,5.0,M1722 生技醫療
6109,亞元,* 2023/02,-0.297,-0.297,69.0,M2327 通信網路業
8016,矽創,* 2023/03,-0.297,0.245,1317.0,M2324 半導體
4433,興采,* 2023/03,-0.298,0.235,273.0,M1400 紡織纖維
8213,志超,* 2023/03,-0.299,0.326,1737.0,M2328 電子零組件
1337,再生-KY,* 2023/02,-0.299,-0.299,36.0,M1300 塑膠工業
8081,致新,* 2023/03,-0.299,0.238,657.0,M2324 半導體
6706,惠特,* 2023/03,-0.3,2.221,424.0,M2326 光電業
3105,穩懋,* 2023/03,-0.3,0.508,1293.0,M2324 半導體
8099,大世科,* 2023/02,-0.301,-0.301,275.0,M2330 資訊服務業
1525,江申,* 2023/02,-0.302,-0.302,99.0,M2200 汽車工業
8466,美吉吉-KY,* 2023/03,-0.302,1.226,274.0,M9900 其他
4974,亞泰,* 2023/03,-0.302,0.19,339.0,M2328 電子零組件
6114,久威,* 2023/03,-0.303,0.297,128.0,M2328 電子零組件
3483,力致,* 2023/03,-0.303,0.207,559.0,M2325 電腦及週邊
4108,懷特,* 2023/03,-0.303,0.148,10.0,M1722 生技醫療
2030,彰源,* 2023/03,-0.304,0.169,1344.0,M2000 鋼鐵工業
8176,智捷,* 2023/02,-0.304,-0.304,16.0,M2327 通信網路業
6174,安碁,* 2023/03,-0.305,0.604,56.0,M2328 電子零組件
1517,利奇,* 2023/03,-0.305,0.647,356.0,M1500 電機機械
6527,明達醫,* 2023/02,-0.306,-0.305,51.0,M1722 生技醫療
2436,偉詮電,* 2023/03,-0.307,0.264,225.0,M2324 半導體
3321,同泰,* 2023/03,-0.307,0.201,130.0,M2328 電子零組件
6247,淇譽電,* 2023/01,-0.307,0.178,46.0,M2331 其他電子業
3548,兆利,* 2023/03,-0.308,0.194,463.0,M2328 電子零組件
8101,華冠,* 2023/03,-0.309,0.527,32.0,M2327 通信網路業
2454,聯發科,* 2023/03,-0.309,0.35,40903.0,M2324 半導體
8104,錸寶,* 2023/02,-0.31,-0.31,151.0,M2326 光電業
8420,明揚,* 2023/02,-0.31,-0.31,232.0,M9900 其他
2485,兆赫,* 2023/02,-0.311,-0.311,346.0,M2327 通信網路業
5608,四維航,* 2023/03,-0.313,0.61,402.0,M2600 航運業
6582,申豐,* 2023/03,-0.313,2.933,150.0,M2100 橡膠工業
4190,佐登-KY,* 2023/02,-0.313,-0.313,173.0,M1722 生技醫療
5210,寶碩,* 2023/03,-0.314,0.297,22.0,M2330 資訊服務業
6165,浪凡,* 2023/03,-0.315,-0.125,176.0,M9900 其他
2061,風青,* 2023/02,-0.316,-0.316,49.0,M1600 電器電纜
5471,松翰,* 2023/03,-0.316,0.503,264.0,M2324 半導體
4760,勤凱,* 2023/03,-0.316,-0.011,70.0,M2331 其他電子業
1470,大統新創,* 2023/03,-0.317,0.023,89.0,M1400 紡織纖維
3057,喬鼎,* 2023/03,-0.317,0.956,75.0,M2325 電腦及週邊
6285,啟碁,* 2023/02,-0.317,-0.317,5641.0,M2327 通信網路業
3014,聯陽,* 2023/03,-0.319,-0.004,374.0,M2324 半導體
2024,志聯,* 2023/03,-0.319,0.218,102.0,M2000 鋼鐵工業
3615,安可,* 2023/03,-0.319,0.032,85.0,M2326 光電業
6259,百徽,* 2023/03,-0.32,-0.035,40.0,M2328 電子零組件
4745,合富-KY,* 2023/03,-0.32,0.432,406.0,M1722 生技醫療
5014,建錩,* 2023/02,-0.321,-0.321,912.0,M2000 鋼鐵工業
3169,亞信,* 2023/03,-0.324,0.475,90.0,M2324 半導體
6470,宇智,* 2023/02,-0.324,-0.324,127.0,M2327 通信網路業
6124,業強,* 2023/03,-0.324,-0.022,173.0,M2328 電子零組件
6581,鋼聯,* 2023/03,-0.325,-0.0,103.0,M9900 其他
6684,安格,* 2023/03,-0.325,1.66,40.0,M2324 半導體
2031,新光鋼,* 2023/03,-0.325,0.184,1396.0,M2000 鋼鐵工業
6150,撼訊,* 2023/03,-0.326,0.131,430.0,M2325 電腦及週邊
8921,沈氏,* 2023/02,-0.326,-0.326,46.0,M9900 其他
6418,詠昇,* 2023/02,-0.326,-0.326,33.0,M2328 電子零組件
2012,春雨,* 2023/03,-0.327,0.313,886.0,M2000 鋼鐵工業
6237,驊訊,* 2023/03,-0.327,0.983,53.0,M2324 半導體
2062,橋椿,* 2023/03,-0.328,0.131,613.0,M9900 其他
4609,唐鋒,* 2023/03,-0.328,1.491,7.0,M1600 電器電纜
2032,新鋼,* 2023/03,-0.328,0.091,278.0,M2000 鋼鐵工業
6494,九齊,* 2023/03,-0.328,0.37,128.0,M2324 半導體
2881,富邦金,* 2023/03,-0.329,1.84,21110.0,M2800 金融業
4139,馬光-KY,* 2023/02,-0.33,-0.33,60.0,M1722 生技醫療
3224,三顧,* 2023/03,-0.331,0.288,155.0,M2329 電子通路業
2882,國泰金,* 2023/03,-0.332,1.55,33854.0,M2800 金融業
4906,正文,* 2023/02,-0.335,-0.335,1552.0,M2327 通信網路業
1455,集盛,* 2023/03,-0.336,0.301,757.0,M1400 紡織纖維
4419,元勝,* 2023/03,-0.337,-0.443,15.0,M1400 紡織纖維
2358,廷鑫,* 2023/03,-0.337,0.717,144.0,M9900 其他
2401,凌陽,* 2023/03,-0.338,0.271,504.0,M2324 半導體
3631,晟楠,* 2023/03,-0.339,0.996,9.0,M2328 電子零組件
5520,力泰,* 2023/02,-0.34,-0.34,172.0,M2500 建材營造
6456,GIS-KY,* 2023/03,-0.341,0.946,8473.0,M2326 光電業
1340,勝悅-KY,* 2023/02,-0.341,-0.341,29.0,M1300 塑膠工業
8488,吉源-KY,* 2023/03,-0.341,-0.097,253.0,M9900 其他
5283,禾聯碩,* 2023/03,-0.343,0.694,521.0,M1600 電器電纜
2615,萬海,* 2023/03,-0.343,1.185,15975.0,M2600 航運業
3305,昇貿,* 2023/03,-0.344,0.19,575.0,M2331 其他電子業
8938,明安,* 2023/02,-0.344,-0.344,1149.0,M9900 其他
2603,長榮,* 2023/03,-0.344,1.06,38476.0,M2600 航運業
3438,類比科,* 2023/03,-0.344,0.563,91.0,M2324 半導體
3323,加百裕,* 2023/03,-0.346,0.607,844.0,M2325 電腦及週邊
6291,沛亨,* 2023/03,-0.347,-0.292,84.0,M2324 半導體
4119,旭富,* 2023/02,-0.35,-0.35,70.0,M1722 生技醫療
1785,光洋科,* 2023/03,-0.35,0.373,2043.0,M2331 其他電子業
6138,茂達,* 2023/03,-0.35,0.291,440.0,M2324 半導體
4554,橙的,* 2023/03,-0.351,0.189,29.0,M2331 其他電子業
3672,康聯訊,* 2023/03,-0.351,0.117,47.0,M2327 通信網路業
2511,太子,* 2023/03,-0.351,-0.004,976.0,M2500 建材營造
3372,典範,* 2023/03,-0.352,0.608,87.0,M2324 半導體
2495,普安,* 2023/02,-0.352,-0.352,79.0,M2331 其他電子業
6451,訊芯-KY,* 2023/02,-0.352,-0.352,269.0,M2324 半導體
6265,方土昶,* 2023/03,-0.353,0.349,90.0,M2329 電子通路業
3558,神準,* 2023/02,-0.353,-0.353,950.0,M2327 通信網路業
1615,大山,* 2023/03,-0.353,0.054,310.0,M1600 電器電纜
8996,高力,* 2023/02,-0.356,-0.356,164.0,M1500 電機機械
6210,慶生,* 2023/03,-0.356,0.655,44.0,M2328 電子零組件
2064,晉椿,* 2023/03,-0.359,0.529,178.0,M2000 鋼鐵工業
6435,大中,* 2023/03,-0.36,0.204,215.0,M2324 半導體
